Purchase Frequency,Total Purchase Value,Promotional Content Clicked,Discount Sensitivity,Average Cart Size,Preferred Product Category,Session Duration,Returns Frequency,Loyalty Program Member,Monthly Income,Customer Review Count,Customer Sentiment,Average Product Price,Cart Abandonment Rate,Last Purchase Recency,Preferred Brands,Purchase Likelihood
3,4937.882134,Yes,0.63,5,Clothing,15.39531734,4,No,<50k,29,Positive,1199.761724,0.34,100,Mixed,1
4,3180.633166,Yes,0.3,2,Groceries,18.5128973,4,Yes,>=50k,39,Positive,818.0989915,0.7,114,Brand B,1
4,3126.98725,Yes,0.02,6,Clothing,22.74171164,2,Yes,<50k,42,Neutral,100,0.21,18,Mixed,1
7,3664.440887,Yes,0.89,8,Clothing,18.85290852,1,No,<50k,26,Positive,1324.665512,0.85,68,Brand B,1
9,5584.385457,No,0.23,5,Home Decor,20.87656215,4,Yes,<50k,28,Positive,1341.509562,0.19,43,Brand A,1
16,4625.341963,Yes,0.93,1,Electronics,9.712904377,4,No,<50k,31,Positive,984.3712665,0.42,140,Mixed,1
8,523.5375334,Yes,0.72,8,Electronics,25.13711693,3,Yes,>=50k,48,Neutral,490.1197226,0.21,149,Brand A,0
18,758.5996947,No,0.76,9,Groceries,16.57463359,2,Yes,<50k,29,Positive,1696.851458,0.62,134,Mixed,1
13,3786.269644,No,0.2,1,Clothing,13.04716971,4,Yes,<50k,25,Positive,1273.820808,0.48,129,Brand A,0
7,5915.373172,No,0.23,8,Electronics,17.07690268,1,No,>=50k,29,Neutral,1302.074004,0.37,61,Brand C,1
8,500,Yes,0.52,2,Electronics,12.27694024,0,Yes,>=50k,9,Neutral,1460.753819,0.48,88,Brand B,1
10,4000.539648,Yes,0.17,4,Groceries,15.69036333,0,Yes,<50k,11,Negative,1606.211917,0.42,132,Mixed,1
0,3947.504287,Yes,0.31,2,Groceries,16.50561755,2,No,<50k,32,Positive,1161.435009,0.86,147,Brand A,1
13,7776.675556,Yes,0.32,2,Clothing,11.56882999,0,No,>=50k,33,Positive,430.7992406,0.12,125,Brand B,1
4,4229.956377,No,0.16,3,Electronics,15.77891891,3,Yes,<50k,17,Positive,656.9909371,0.79,53,Brand C,1
13,5765.977969,Yes,0.21,8,Groceries,11.4952542,3,No,<50k,38,Negative,740.2212084,0.66,75,Mixed,1
3,5282.51428,Yes,0.79,4,Clothing,11.46305821,1,Yes,<50k,15,Negative,1607.891969,0.35,163,Brand B,0
0,738.8670404,Yes,0.17,7,Clothing,9.94526569,2,Yes,<50k,44,Positive,1107.4748,0.92,143,Brand B,0
18,6536.414433,Yes,0.03,3,Home Decor,13.1314712,2,No,<50k,3,Negative,657.8445858,0.18,56,Brand B,1
7,5430.793011,No,0.63,3,Clothing,12.24653666,0,Yes,>=50k,9,Negative,900.4242847,0.31,63,Brand A,0
14,6016.537279,Yes,0.98,2,Home Decor,17.36938953,4,No,<50k,27,Neutral,1661.381613,0.37,137,Mixed,1
14,12852.47541,Yes,0.33,6,Groceries,20.48152456,4,Yes,<50k,40,Negative,1307.216873,0.65,98,Brand A,1
8,831.774121,Yes,0.12,6,Home Decor,18.31043475,4,No,<50k,17,Negative,1521.363481,0.95,101,Brand C,1
8,8449.3933,Yes,0.57,1,Clothing,19.86249012,1,Yes,>=50k,8,Neutral,442.1833649,0.59,98,Brand B,0
9,4425.104961,Yes,0.91,7,Electronics,19.44084065,2,No,<50k,21,Positive,895.3035723,0.86,50,Brand A,1
19,5574.657809,No,0.78,4,Electronics,10.36652071,0,Yes,<50k,9,Positive,679.4925215,0.9,26,Brand B,1
8,4908.975509,Yes,0.62,3,Clothing,13.32967038,1,No,>=50k,39,Neutral,1750.927901,0.47,134,Mixed,1
2,4151.527333,No,0.32,8,Clothing,23.8970425,3,Yes,>=50k,22,Positive,931.1065107,0.47,90,Brand B,1
19,3860.334144,No,0.54,2,Clothing,12.27680628,3,No,>=50k,42,Positive,713.0570544,0.25,40,Brand A,1
10,5659.017471,No,0.09,9,Electronics,24.26940808,3,No,<50k,12,Neutral,100,0.6,117,Brand A,1
5,1965.652607,No,0.68,8,Electronics,12.91396336,2,Yes,<50k,23,Negative,1705.345216,0.12,125,Brand C,0
1,6501.158335,Yes,0.73,8,Clothing,5,3,Yes,>=50k,12,Neutral,1729.641523,0.63,96,Brand B,1
6,4167.61119,Yes,0.97,3,Clothing,13.76359751,4,No,>=50k,47,Neutral,100,0.89,120,Mixed,1
17,2739.861322,Yes,0.26,4,Clothing,19.2328464,3,Yes,<50k,44,Positive,1106.264008,0.76,140,Brand C,0
1,4099.974284,No,0.02,2,Clothing,23.31725862,1,No,>=50k,24,Negative,1473.281514,0.65,116,Brand B,1
16,7514.298434,No,0.55,2,Home Decor,7.610456776,3,Yes,<50k,43,Neutral,1238.532277,0.84,65,Brand B,0
10,3929.329826,No,0.71,4,Home Decor,19.14133489,4,No,<50k,46,Positive,781.9815843,0.73,130,Brand B,0
11,5716.907236,Yes,0.79,6,Clothing,19.46573913,3,No,<50k,28,Neutral,526.9164656,0.53,10,Mixed,0
18,3538.087449,No,0.19,5,Electronics,21.50701195,0,Yes,<50k,15,Negative,1584.072883,0.52,132,Brand B,1
6,6515.8437,Yes,0.26,1,Clothing,5,4,Yes,>=50k,39,Positive,1385.343275,0.11,59,Brand A,1
19,6371.015478,Yes,0.51,1,Clothing,23.2841481,2,Yes,>=50k,5,Positive,1318.94718,0.43,129,Brand B,1
5,8697.217667,Yes,0.33,6,Electronics,17.20451001,3,Yes,<50k,7,Positive,1585.695685,0.52,91,Brand C,1
0,4648.872109,Yes,0.86,3,Groceries,17.29323565,1,Yes,<50k,33,Positive,2093.091772,0.47,76,Brand C,1
16,6337.30961,Yes,0.47,3,Clothing,20.19499319,3,No,<50k,17,Negative,837.0869838,0.78,103,Mixed,0
10,5196.135079,Yes,0.8,7,Home Decor,5,1,No,>=50k,42,Neutral,838.0668931,0.16,63,Brand B,0
17,7591.743564,Yes,0.58,1,Clothing,20.07499389,0,Yes,<50k,31,Positive,797.7736799,0.79,140,Brand B,0
16,3562.335225,No,0.77,1,Electronics,26.87458658,2,No,<50k,48,Positive,538.6552968,0.74,53,Brand B,0
6,6490.010626,No,0.33,3,Electronics,8.156749071,4,Yes,<50k,9,Negative,1597.201214,0.9,139,Mixed,0
16,4610.605408,No,0.83,8,Home Decor,14.67803109,4,Yes,<50k,33,Neutral,1672.128219,0.37,145,Mixed,1
19,4871.623646,Yes,0.27,1,Electronics,15.18730238,2,Yes,>=50k,22,Negative,1532.715851,0.18,17,Mixed,1
8,5183.504969,No,0.55,4,Electronics,16.78226457,0,No,<50k,18,Neutral,1833.454194,0.76,144,Brand A,0
16,5504.480793,No,0.21,9,Groceries,17.13019766,0,No,<50k,19,Neutral,1050.68933,0.59,166,Brand B,1
19,4767.541914,Yes,0.48,4,Clothing,11.6425406,3,Yes,<50k,33,Negative,1187.786093,0.71,85,Brand A,1
7,5429.426366,Yes,0.32,8,Electronics,15.19975241,0,Yes,<50k,37,Positive,1326.218136,1,140,Brand B,1
16,8156.236115,Yes,0.27,7,Clothing,23.72015753,3,Yes,<50k,16,Positive,790.025129,0.19,44,Brand A,1
6,6970.899371,Yes,0.97,3,Clothing,17.03076356,1,No,<50k,43,Positive,464.9831938,0.41,127,Brand A,0
0,6738.309185,No,0.16,7,Clothing,16.84124504,2,Yes,<50k,4,Positive,1072.540678,0.19,101,Brand B,1
12,4088.920948,No,0.79,7,Electronics,11.42726162,1,No,>=50k,1,Positive,766.7134587,0.86,116,Brand B,1
18,3221.518344,Yes,0.98,3,Clothing,21.69570427,1,No,<50k,40,Negative,2084.525761,0.02,146,Brand A,0
18,6910.601116,No,0.02,2,Electronics,13.91539092,1,Yes,<50k,33,Positive,255.2634612,0.14,146,Brand A,1
16,6752.093585,No,0.7,9,Home Decor,5,1,No,>=50k,19,Positive,970.4987425,0.25,20,Brand C,1
12,7945.341352,No,0.25,1,Home Decor,17.10100575,4,Yes,<50k,45,Neutral,1144.673836,0.77,23,Brand A,1
15,3792.038748,Yes,0.04,7,Electronics,18.53466663,0,No,>=50k,46,Positive,585.0284799,0.63,157,Brand C,0
7,4540.902689,No,0.4,4,Electronics,13.50597748,2,Yes,>=50k,1,Positive,770.4326388,0.39,47,Brand B,1
18,1721.031675,Yes,0.94,2,Clothing,5,2,No,<50k,27,Neutral,1030.223386,0.16,162,Mixed,1
17,4215.057788,Yes,0.01,2,Clothing,9.418982755,1,No,<50k,17,Positive,420.0755959,0.32,109,Brand A,1
0,6993.141021,Yes,0.59,8,Electronics,14.42438663,2,No,<50k,43,Positive,1204.026675,0.74,58,Brand A,1
13,4067.009242,Yes,0.5,7,Electronics,13.0478782,3,Yes,>=50k,38,Positive,1788.818437,0.38,16,Brand C,1
18,6280.95959,No,0.87,7,Groceries,17.20835688,2,No,>=50k,47,Neutral,810.5756199,0.46,47,Mixed,0
14,4618.993788,Yes,0.08,5,Electronics,17.95838249,1,Yes,<50k,34,Negative,1384.031187,0.61,54,Brand A,1
17,5648.114056,Yes,0.68,8,Groceries,12.82088886,2,Yes,<50k,14,Positive,1853.937807,0.91,136,Brand A,0
1,2704.61722,Yes,0.68,2,Electronics,8.00508939,0,Yes,>=50k,46,Negative,1503.367755,0.25,76,Mixed,0
16,5170.418899,No,0.67,2,Electronics,22.26605036,1,No,<50k,38,Positive,636.4782123,0.45,13,Brand A,1
17,500,Yes,0.94,5,Clothing,17.8028937,4,No,<50k,39,Positive,231.1762824,0.31,153,Brand A,1
5,4626.207684,No,0.82,1,Electronics,18.35699763,0,No,<50k,38,Negative,844.4652131,0.47,179,Mixed,1
18,1739.053513,Yes,0.04,6,Electronics,16.92072668,2,No,<50k,2,Positive,1029.524565,0.7,84,Mixed,1
3,7411.989033,Yes,0.47,4,Electronics,20.48709378,4,No,>=50k,18,Positive,100,0.48,43,Brand B,1
0,6554.814706,Yes,0.4,6,Groceries,13.09452046,0,No,<50k,22,Positive,1014.002797,0.83,138,Mixed,1
7,5933.341964,Yes,0.31,7,Clothing,19.14163362,3,No,<50k,18,Neutral,586.7490097,0.55,50,Brand B,1
6,8042.012454,Yes,0.45,3,Clothing,18.34250576,0,Yes,>=50k,17,Neutral,940.502364,0.39,169,Brand A,0
2,3102.166958,Yes,0.38,8,Home Decor,18.17709284,4,Yes,<50k,29,Negative,844.1550958,0.78,162,Brand C,0
9,8494.726396,No,0.43,7,Home Decor,9.026868555,3,Yes,>=50k,38,Neutral,896.6188653,0.43,63,Brand B,1
9,6864.383129,No,0.98,1,Home Decor,15.69561702,2,No,<50k,18,Negative,1375.833272,0.52,94,Brand B,1
18,4526.889426,Yes,0.09,6,Clothing,16.93527332,1,No,>=50k,4,Neutral,500.3406417,0.99,145,Mixed,1
13,7271.240294,Yes,0.92,7,Electronics,23.89493417,2,No,<50k,12,Positive,100,0.79,141,Brand A,1
1,2787.412975,No,0.48,4,Electronics,15.49924772,1,No,<50k,33,Negative,1414.83993,0.86,119,Brand C,1
0,3350.971677,Yes,0.62,2,Electronics,20.40983871,1,Yes,>=50k,23,Neutral,1323.457555,0.59,48,Brand B,0
17,3782.820554,Yes,0.83,9,Electronics,7.5676572,4,Yes,<50k,17,Neutral,1269.043283,0.35,144,Brand A,1
6,3942.044584,No,0.36,7,Electronics,11.41740604,3,Yes,<50k,3,Positive,557.282355,0.99,148,Brand C,1
7,2886.884714,No,0.43,1,Groceries,17.195491,3,Yes,<50k,35,Positive,1305.445209,0.24,141,Brand C,1
0,7446.166134,Yes,0.41,8,Groceries,17.15194681,0,Yes,<50k,7,Neutral,359.901376,0.87,2,Mixed,1
2,4482.291199,Yes,0.37,3,Electronics,11.41639198,2,No,>=50k,42,Negative,849.3260983,0.91,158,Mixed,1
7,5705.009937,Yes,0.93,4,Electronics,19.77876165,4,Yes,>=50k,0,Neutral,1758.60318,0.82,46,Brand B,0
14,3859.297267,No,0.83,5,Electronics,14.16239993,2,No,>=50k,40,Neutral,1298.811572,0.11,171,Brand B,1
4,1358.793399,Yes,0.11,1,Electronics,14.04597197,0,Yes,<50k,37,Neutral,963.5305544,0.85,16,Brand B,1
2,5540.114717,Yes,0.11,6,Electronics,14.60789416,0,Yes,>=50k,35,Positive,927.9939216,0.66,80,Brand B,1
18,1175.490049,Yes,0.43,6,Groceries,21.69312885,4,No,<50k,37,Positive,449.170265,0.68,26,Brand A,1
0,4862.731908,Yes,0.1,2,Electronics,20.44476654,0,No,>=50k,12,Negative,1810.092876,0.79,70,Brand B,1
14,2263.369922,No,0.62,6,Electronics,24.41568982,4,Yes,<50k,21,Neutral,1505.404213,0.49,89,Brand C,1
7,8974.551998,No,0.14,8,Electronics,17.75238469,0,No,>=50k,28,Neutral,1399.02679,0.27,129,Brand B,1
1,6822.725444,No,0.52,6,Groceries,24.65454494,3,Yes,>=50k,8,Positive,953.5993987,0.57,79,Mixed,0
2,5211.507583,Yes,0.01,4,Groceries,16.19054163,4,No,>=50k,26,Neutral,817.8462514,0.11,108,Brand A,0
13,7527.413355,Yes,0.32,4,Home Decor,14.36785314,3,Yes,<50k,45,Negative,620.2981944,0.67,86,Brand B,1
13,3307.368045,Yes,0.68,9,Clothing,12.80932543,3,No,<50k,43,Neutral,1715.59137,0.48,5,Brand C,0
10,6086.958757,Yes,0.48,6,Electronics,14.11897154,4,Yes,>=50k,3,Positive,100,0.5,100,Brand C,1
15,5399.620867,No,0.98,8,Electronics,14.36412492,2,No,<50k,39,Positive,1283.302604,0.19,145,Brand A,0
3,5528.040163,Yes,0.87,8,Clothing,11.57165917,1,No,<50k,16,Positive,211.9979865,0.04,54,Brand B,1
19,7544.707,Yes,0.36,7,Home Decor,12.04680133,0,Yes,<50k,36,Positive,898.6285129,0.61,66,Brand A,1
4,6464.984206,Yes,0.05,3,Electronics,18.03773362,0,No,<50k,2,Neutral,987.534582,0.66,146,Mixed,1
13,5577.447326,No,0.85,1,Clothing,12.55945894,2,Yes,>=50k,3,Positive,360.0728764,0.5,73,Mixed,1
15,1690.225128,Yes,0.91,5,Clothing,6.498087527,1,No,>=50k,39,Neutral,572.6928856,0.77,138,Brand A,1
17,3079.907409,Yes,0.82,2,Electronics,6.243766881,2,Yes,>=50k,15,Neutral,1364.410575,0.56,95,Brand A,1
6,4754.582133,Yes,0.13,2,Clothing,5,1,No,<50k,10,Positive,1739.296058,0.85,164,Brand A,1
9,5186.744749,No,1,7,Clothing,7.912528776,4,No,<50k,26,Neutral,1156.244805,0.29,85,Brand A,0
6,2739.592551,Yes,0.26,3,Electronics,9.000325738,4,Yes,<50k,25,Positive,656.3215864,0.24,131,Brand A,1
0,9823.353351,No,0.72,8,Clothing,10.12988832,3,Yes,>=50k,30,Neutral,516.0918476,0.26,12,Brand A,1
18,8032.788111,No,0.91,9,Groceries,16.43016212,3,No,>=50k,33,Positive,629.7312922,0.03,69,Brand B,1
15,6204.236641,Yes,0.24,8,Electronics,8.640013079,4,No,<50k,7,Neutral,988.9284887,0.9,92,Brand B,0
18,5144.073723,No,0.91,6,Clothing,10.40288019,3,No,<50k,38,Negative,1128.958345,1,129,Brand B,1
3,4575.58206,Yes,0.31,5,Electronics,5.84090196,4,Yes,<50k,0,Neutral,1613.932134,0.82,88,Brand B,0
17,3096.16308,No,0.98,3,Home Decor,11.6979855,2,Yes,>=50k,1,Negative,963.4165563,0.41,159,Mixed,1
1,5154.961037,Yes,0.28,3,Groceries,18.61944459,0,No,<50k,26,Negative,668.6745361,0.35,62,Mixed,1
0,5515.50508,Yes,0.95,7,Clothing,14.88313973,4,No,>=50k,44,Positive,436.3166132,0.77,59,Brand B,1
14,2516.478849,Yes,0.05,5,Electronics,15.40994109,4,No,<50k,42,Positive,895.5241405,0.51,153,Brand A,1
4,5668.352834,Yes,0.71,6,Groceries,14.99023001,4,Yes,>=50k,2,Positive,175.7173898,0.94,149,Brand A,1
19,4689.481902,No,0.53,6,Home Decor,8.57590291,3,Yes,<50k,33,Neutral,697.8018925,0.28,73,Brand A,1
10,1184.384884,Yes,0.48,9,Clothing,12.95622088,3,No,<50k,15,Positive,370.0397296,0.32,131,Brand B,1
9,3279.229978,No,0.22,1,Clothing,16.10487684,3,Yes,<50k,0,Neutral,870.3056906,1,143,Brand C,0
1,4172.788933,Yes,0.71,8,Electronics,19.84778446,3,No,<50k,6,Neutral,1227.988087,0.98,62,Brand B,1
2,8775.375315,No,0.19,5,Home Decor,16.81802333,2,Yes,<50k,34,Positive,1190.140902,0.89,169,Brand A,1
11,6113.106249,Yes,0.55,6,Clothing,19.40304735,4,Yes,<50k,21,Positive,1341.987922,0.4,160,Brand C,1
19,2329.036862,Yes,0.25,6,Clothing,9.568817499,2,No,<50k,47,Neutral,537.6342564,0.84,140,Brand A,1
4,5972.072579,Yes,0.96,1,Electronics,7.483300032,3,Yes,>=50k,31,Positive,1708.852311,0.28,45,Brand A,0
4,1905.392022,No,0.03,3,Clothing,6.23789609,2,Yes,>=50k,25,Positive,1333.042096,0.25,140,Brand C,1
5,7165.382108,Yes,0.2,6,Groceries,19.08533268,4,No,<50k,5,Positive,1314.727045,0.55,32,Brand A,1
8,4057.750696,Yes,0.24,9,Groceries,7.801509177,4,No,<50k,45,Neutral,1563.01573,0.86,122,Brand C,1
1,4812.727623,Yes,0.41,6,Electronics,20.30852596,3,No,>=50k,10,Negative,1088.26588,0.1,13,Mixed,1
11,7651.593295,No,0.23,6,Home Decor,12.77007441,4,No,>=50k,30,Positive,942.1553464,0.57,7,Mixed,0
2,2425.672863,Yes,0.49,1,Clothing,23.343798,2,Yes,>=50k,20,Positive,1674.205204,0.61,85,Brand A,1
19,2205.76363,Yes,0.87,9,Groceries,12.75690573,1,Yes,<50k,21,Positive,582.1512463,0.58,173,Brand B,1
11,3832.801347,Yes,0.71,4,Home Decor,13.03101572,4,Yes,>=50k,0,Positive,894.2151999,0.22,125,Brand B,0
16,7076.757702,No,0.58,2,Groceries,15.3348492,2,No,>=50k,20,Neutral,1578.57062,0.06,128,Mixed,1
9,1961.307849,No,0.09,1,Groceries,12.92691028,2,No,>=50k,44,Negative,895.640996,0.89,58,Mixed,0
13,500,Yes,0.69,3,Electronics,17.09033508,2,No,>=50k,19,Neutral,706.2648245,0.57,59,Brand A,1
16,4097.682283,Yes,0.17,3,Home Decor,9.776400269,4,No,<50k,8,Positive,527.8024397,0.77,48,Mixed,1
17,6103.4816,Yes,0.79,5,Clothing,15.93167184,1,No,<50k,26,Negative,1119.075947,0.36,79,Brand A,1
18,7400.523499,Yes,0.25,1,Electronics,11.24577434,3,Yes,>=50k,28,Positive,785.5935308,0.04,92,Brand B,0
16,4073.677276,Yes,0.42,7,Electronics,13.97228645,3,Yes,>=50k,42,Neutral,1244.501151,0.26,60,Brand B,1
13,4177.146786,No,0.35,1,Electronics,8.124167552,4,Yes,<50k,32,Neutral,1820.894017,0.07,115,Brand A,1
8,7307.801469,Yes,0.86,4,Home Decor,19.36148027,4,Yes,<50k,44,Positive,1536.400341,0.08,22,Mixed,1
7,1260.516601,No,0.13,6,Clothing,13.22081938,0,Yes,>=50k,0,Positive,100,0.21,132,Brand B,1
1,4222.95845,Yes,0.57,1,Groceries,19.58037549,1,No,>=50k,2,Neutral,1358.591633,0.63,84,Mixed,1
12,5380.84778,No,0.14,7,Home Decor,11.31520372,2,Yes,<50k,31,Positive,1393.723263,0.82,119,Mixed,1
6,5898.437443,Yes,0.7,7,Home Decor,14.95469832,2,No,<50k,19,Negative,850.9249575,0.82,127,Mixed,1
8,3980.386614,Yes,0.91,3,Electronics,19.62969578,3,Yes,<50k,16,Negative,1622.082901,0.94,49,Brand B,1
10,5068.882023,Yes,0.43,4,Clothing,9.122566326,4,No,>=50k,36,Positive,1147.431938,0.66,163,Brand C,1
13,500,Yes,0.49,6,Clothing,10.58836694,1,No,<50k,37,Negative,100,0.02,147,Brand B,1
3,3683.503175,Yes,0.93,7,Electronics,19.05285074,3,No,<50k,48,Negative,1070.859364,0.38,42,Brand C,1
12,5907.017425,No,0.52,4,Groceries,21.73716749,1,Yes,<50k,9,Negative,864.2441725,0.11,135,Brand A,1
1,3035.411931,No,0.49,9,Home Decor,15.08105236,4,Yes,<50k,42,Positive,685.6493188,0.78,168,Brand C,1
4,5117.968443,Yes,0.58,9,Electronics,10.15215221,2,No,>=50k,44,Neutral,1181.414446,0.12,24,Brand C,0
10,5893.745002,Yes,0.69,9,Groceries,13.4103452,0,Yes,<50k,28,Positive,1325.33698,0.11,115,Brand C,0
5,4314.901598,Yes,0.11,6,Electronics,24.84842421,1,Yes,>=50k,41,Positive,1334.613615,0.03,6,Mixed,1
17,5340.927542,Yes,0.82,2,Clothing,8.332224952,2,Yes,<50k,45,Positive,1349.782777,0.96,114,Brand A,0
9,3074.534869,Yes,0.44,2,Clothing,17.63993,1,Yes,<50k,31,Neutral,422.1815095,0.79,85,Brand B,1
3,4586.777441,No,0.07,4,Electronics,15.62760688,1,No,<50k,12,Positive,469.2572089,0.33,160,Brand B,1
8,6220.432339,No,0.79,9,Home Decor,9.218079052,1,Yes,>=50k,30,Neutral,1134.742397,0.38,37,Brand B,1
5,5313.945922,No,0.38,3,Home Decor,13.43109648,4,No,>=50k,3,Negative,1539.046657,0.06,11,Brand B,1
1,3826.937461,Yes,0.1,6,Home Decor,5.977179316,3,Yes,>=50k,48,Neutral,1176.768324,0.16,123,Brand A,1
16,5448.432809,No,0.63,2,Electronics,16.44110239,1,Yes,>=50k,17,Negative,100,0.31,43,Mixed,1
4,6429.219581,No,0.88,1,Electronics,17.16509563,4,No,>=50k,10,Negative,1273.548324,0.39,52,Mixed,1
5,900.1174428,Yes,0.89,5,Electronics,8.169163573,0,No,<50k,41,Neutral,221.2486034,0.62,13,Brand A,1
11,7318.14813,Yes,0.96,8,Groceries,17.78315079,3,No,<50k,17,Negative,1342.788467,0.35,91,Brand A,1
9,4327.490523,No,0.87,2,Electronics,11.67432837,4,No,<50k,40,Neutral,721.1571655,0.95,51,Brand A,0
5,5850.979866,Yes,0,9,Clothing,11.22148442,0,Yes,<50k,36,Positive,1151.246356,0.34,179,Brand B,0
7,7394.493847,Yes,0.38,8,Groceries,10.12325982,3,Yes,<50k,32,Positive,2051.823619,0.94,45,Brand C,0
1,2256.652606,Yes,0.82,3,Home Decor,18.30812903,4,Yes,<50k,36,Neutral,823.4465457,0.73,168,Brand A,1
11,3581.117995,Yes,0.37,1,Groceries,6.630797813,0,Yes,>=50k,2,Neutral,622.6679719,0.9,129,Brand C,1
12,4422.902608,Yes,0.6,4,Groceries,7.053253872,4,No,>=50k,0,Neutral,782.9194946,0.7,176,Brand A,1
6,3432.492958,No,0.61,8,Clothing,12.03920017,0,No,<50k,18,Negative,248.7172995,0.57,99,Mixed,1
9,8469.873152,No,0.37,3,Clothing,12.21208894,1,Yes,<50k,5,Neutral,497.9748737,0.51,109,Mixed,1
12,3286.455812,No,0.9,2,Electronics,18.13306878,1,No,<50k,9,Positive,1532.679061,0.29,27,Mixed,1
16,3888.906441,Yes,0.5,7,Electronics,14.54430379,3,No,<50k,36,Positive,100,0.3,110,Brand A,1
13,5408.778063,No,0.46,4,Clothing,14.55286721,0,Yes,<50k,11,Positive,686.2350584,0.22,31,Brand B,0
1,2595.700948,Yes,1,6,Electronics,6.900939968,1,Yes,<50k,43,Neutral,1119.813198,0.39,91,Brand A,1
10,4208.638576,Yes,0.49,5,Home Decor,13.84817045,3,Yes,<50k,16,Positive,795.2179161,0.13,75,Brand C,1
0,5634.906523,Yes,0.18,2,Electronics,5,2,No,<50k,26,Neutral,1674.856241,0.39,21,Brand A,1
18,4334.279191,Yes,0.51,2,Electronics,16.18728836,1,Yes,>=50k,1,Positive,916.6004974,0.83,169,Brand C,1
3,4813.226282,Yes,0.81,9,Home Decor,18.38645866,1,No,>=50k,24,Positive,830.5406839,0.87,111,Brand C,1
18,3941.335775,Yes,0.78,2,Electronics,11.1023486,4,Yes,<50k,45,Negative,1074.612534,0.64,156,Brand B,1
10,1971.059382,Yes,0.79,8,Home Decor,16.87669074,2,Yes,<50k,43,Negative,1135.860395,0.26,103,Mixed,0
7,5643.186423,Yes,0.71,8,Groceries,12.80477161,0,Yes,<50k,27,Positive,1000.021008,0.24,67,Brand B,1
10,8509.866143,No,0.25,1,Home Decor,21.16057631,3,No,>=50k,44,Positive,964.1920455,0.28,160,Brand A,0
3,5036.803262,Yes,0.86,1,Clothing,16.14006865,2,No,<50k,36,Positive,100,0.5,173,Brand C,1
16,5450.528234,No,0.89,4,Groceries,9.806801447,0,No,>=50k,36,Negative,434.933892,0.98,136,Mixed,1
6,6385.44551,Yes,0.19,2,Electronics,20.85486198,1,Yes,<50k,16,Positive,1288.540328,0.11,37,Brand C,1
7,2461.339007,Yes,0.13,1,Home Decor,19.13508617,3,Yes,<50k,4,Negative,1503.915452,0.5,79,Brand C,1
2,8405.029316,No,0.98,9,Electronics,12.93928233,3,Yes,>=50k,18,Positive,1638.682158,0.68,25,Mixed,0
1,5404.657593,Yes,0.87,3,Electronics,17.47756179,2,Yes,>=50k,3,Negative,278.1747454,0.25,42,Brand B,1
14,8263.713798,Yes,0.89,1,Groceries,17.39763754,4,No,>=50k,38,Positive,581.2934396,0.97,26,Mixed,0
4,3533.934009,No,0.89,2,Clothing,12.87197433,0,Yes,>=50k,48,Positive,1748.160123,0.35,10,Brand A,1
0,8636.123845,Yes,0.54,8,Groceries,15.32823688,2,Yes,<50k,42,Positive,809.5319482,0.93,106,Brand B,0
3,6550.310988,No,0.65,5,Clothing,16.22261274,4,Yes,>=50k,37,Neutral,1308.855896,0.6,153,Brand A,1
14,6106.080172,Yes,0.55,7,Groceries,11.62183035,4,Yes,<50k,44,Negative,2683.719343,0,77,Brand B,1
19,5468.048909,Yes,0.05,6,Groceries,21.73272232,4,No,>=50k,43,Neutral,1524.904221,0.31,56,Brand A,1
18,4502.942764,Yes,0.75,1,Clothing,5.113932845,3,No,>=50k,29,Neutral,891.829947,0.02,0,Brand A,1
2,7401.063317,Yes,0.51,6,Clothing,18.38470507,0,No,<50k,31,Neutral,929.5811193,0.38,10,Brand A,1
19,5280.71974,No,0.65,7,Home Decor,8.908177281,0,No,<50k,36,Neutral,1263.305448,0.93,157,Brand B,1
10,1065.860593,No,0.5,4,Groceries,13.78234066,2,Yes,<50k,26,Negative,100,0.78,87,Brand A,1
16,2765.627077,Yes,0.49,8,Electronics,7.008972569,1,No,>=50k,31,Negative,1220.563495,0.62,131,Mixed,1
12,4628.308496,Yes,0.17,8,Home Decor,8.404877326,2,Yes,>=50k,41,Negative,861.639123,0.54,85,Brand A,0
10,5619.997966,No,0.28,7,Clothing,14.56459497,0,No,>=50k,10,Positive,961.283409,0.37,109,Brand B,1
1,4886.823022,Yes,0.16,2,Electronics,15.36369743,3,No,<50k,40,Positive,1052.896253,0.21,71,Brand A,1
8,7437.94158,Yes,0.2,6,Electronics,20.29900016,2,No,>=50k,12,Negative,1782.857357,0.06,110,Brand A,0
1,1097.796272,Yes,0.97,6,Home Decor,13.00462422,1,Yes,<50k,34,Neutral,1128.231606,0.19,32,Mixed,1
8,5287.175873,Yes,0.15,7,Groceries,18.08202729,2,No,<50k,16,Positive,1117.350074,0.35,160,Mixed,1
8,1364.041549,No,0.27,6,Clothing,14.94869338,4,No,>=50k,29,Positive,1357.53197,0.52,73,Mixed,0
7,6519.424591,No,0.59,2,Clothing,17.88964113,1,No,<50k,17,Positive,1036.413111,0.2,65,Brand B,0
16,4811.082571,Yes,0.61,8,Home Decor,9.540293969,4,Yes,>=50k,36,Neutral,1330.830929,0.97,107,Brand A,0
0,5839.219944,Yes,0.15,4,Clothing,15.44403901,3,Yes,<50k,47,Positive,943.3572075,0.08,3,Brand A,1
10,3272.234079,Yes,0.79,9,Groceries,16.86609508,0,Yes,<50k,29,Negative,1581.666809,0.09,178,Brand C,1
