balance,balance_frequency,purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,credit_limit,payments,prc_full_payment,tenure
39.48,0.78,325.66,0,0,0.33,0.33,0,1000,288.04,0,12
8.04,0.78,176.85,0,0,0.17,0.17,0,6000,266.21,0.43,12
83,1,726.89,244.38,0,0.83,0.58,0.67,3000,666.29,0.17,12
197.02,1,2799.9,1210.37,0,1,0.67,1,3000,3458.14,0.43,12
223.82,1,1702.42,977.42,0,0.92,0.08,0.83,7300,1913.22,0.25,12
2270.43,1,2799.9,1210.37,2830.97,1,0.82,1,13000,4250.02,0.25,12
341.38,1,426.92,0,36.14,0.42,0.42,0,3000,595.68,0,12
1050.53,0.82,2799.9,1210.37,0,1,0.33,1,8500,4250.02,0,12
1033.39,1,262.44,262.44,888.92,0.67,0,0.67,2000,569.73,0,12
0,0.78,2600,0,0,0.08,0.08,0,6000,2437.26,0,12
5040.84,1,1724.75,85.78,1878.06,0.83,0.75,0.67,7500,1351.9,0,12
167.36,1,288,0,189.71,0.08,0.08,0,6000,292.21,0,12
5040.84,1,976.45,79,1963.56,0.58,0.58,0.17,9000,1659.88,0,12
5040.84,1,930,930,2830.97,0.42,0,0.33,7500,2519.86,0,12
2650.52,1,503,375,0,0.5,0.08,0.42,3000,1229.1,0,12
0.13,0.78,0,0,47.22,0,0,0,1200,119.79,0.43,12
1.34,0.78,19.08,19.08,0,0.17,0,0.08,7000,170.18,0,12
1229.4,1,2799.9,1210.37,0,1,0.82,1,9000,4250.02,0.43,12
1163.79,1,517,0,0,0.27,0.27,0,1200,541.22,0,12
2000.8,1,1037.5,1037.5,0,0.42,0,0.42,7500,1864.67,0.27,12
5040.84,1,2799.9,1210.37,0,1,0.82,1,13850,4250.02,0,12
82.8,1,756.68,159.33,0,1,0.82,0.17,4000,699.11,0.43,12
343.67,0.78,452.07,0,522.53,0.17,0.17,0,1700,51.46,0,12
171.62,1,2799.9,270,0,0.83,0.75,0.17,4500,4250.02,0.43,12
417.84,1,311.86,311.86,0,0.5,0,0.42,3000,802.94,0,12
97.92,1,824.31,824.31,0,0.92,0,0.92,7500,702.37,0.43,12
6.09,0.78,333.24,333.24,0,1,0,1,1500,224.06,0,12
70.46,0.82,1146.59,495.81,0,0.67,0.17,0.5,4500,904.8,0.43,12
1160.21,0.9,1600,200,0,0.3,0.1,0.1,2000,876.76,0,12
4060.97,1,823.1,416.1,0,0.5,0.17,0.33,11500,3347.33,0,12
2714.6,1,666.1,591.1,296.92,0.92,0.08,0.92,8500,2055.47,0,12
1212.81,1,397.44,397.44,0,1,0,1,2000,1738.45,0,12
48.82,1,537.51,537.51,0,1,0,0.83,1000,478.88,0.43,12
694.2,0.82,0,0,1087.08,0,0,0,1200,1721.93,0.14,12
3478.59,0.9,0,0,2830.97,0,0,0,4000,611.54,0,12
1191.66,1,979.92,130,0,0.75,0.42,0.42,4350,278.33,0,12
1552.77,1,34.74,0,185.37,0.1,0.1,0,3000,3125.65,0,12
705.23,1,1902.4,232.6,0,1,0.82,0.83,900,1941.96,0,12
3391.7,1,2799.9,1210.37,0,1,0.82,1,13850,4250.02,0.43,12
1013.73,1,2799.9,411.63,953.6,1,0.58,1,6000,4176.33,0.08,12
22.73,0.82,262.5,262.5,0,0.75,0,0.67,3500,301.68,0.43,12
799.52,1,339.96,339.96,830.32,1,0,1,1000,361.02,0,12
5040.84,1,270.02,0,139.7,0.08,0.08,0,6000,1467.93,0,12
350.38,0.78,2799.9,0,0,0.58,0.58,0,7500,4250.02,0.43,12
2763.05,1,1921.85,206.3,0,0.92,0.5,0.67,3050,1614.55,0,12
4.38,0.78,96.5,96.5,0,0.5,0,0.42,4500,217.14,0.43,12
4954.88,1,281.31,281.31,2830.97,0.42,0,0.42,5500,1442.25,0,12
1670.15,0.78,2799.9,0,0,0.25,0.25,0,2700,1164.55,0.12,12
1728.28,1,628.56,628.56,0,1,0,1,6000,1217.96,0,12
1034.56,1,2799.9,694.66,0,0.83,0.67,0.75,2700,4250.02,0.43,12
502.65,1,2799.9,1210.37,0,1,0.82,1,12000,4250.02,0.43,12
1216.57,1,2799.9,257.81,0,1,0.75,0.5,4500,4250.02,0,12
5040.84,1,2799.9,0,0,0.67,0.67,0,12000,4250.02,0,12
25.41,1,262.92,0,0,0.92,0.82,0,13000,280.37,0.43,12
135.04,1,270,270,0,0.27,0,0.18,3300,1760.31,0.43,12
1563.75,1,801.46,200,1029.99,0.58,0.58,0.08,4000,2282.16,0,12
1044.27,1,1463.84,1208.84,262.15,0.92,0.42,0.92,6700,2624.74,0,12
5040.84,1,2453.07,607.52,2830.97,1,0.82,1,13850,1698.96,0,12
2403.76,1,367.16,0,0,0.33,0.33,0,2600,687.26,0,12
2876.01,1,152.61,0,2830.97,0.33,0.33,0,4000,248.34,0,12
1237.67,0.78,0,0,1962.75,0,0,0,2000,589.98,0,12
283.3,1,461.36,461.36,0,0.67,0,0.67,9000,526.09,0,12
5040.84,0.88,0,0,2830.97,0,0,0,9000,1314.19,0,12
1226.12,1,295.34,0,0,0.42,0.42,0,1200,439.23,0,12
3515.04,1,2799.9,1210.37,2830.97,1,0.33,1,4000,4250.02,0,12
30.53,0.78,384.95,0,0,0.33,0.33,0,13850,498.17,0.27,12
1283.28,0.78,0,0,2830.97,0,0,0,3000,4073.17,0,12
49.42,0.78,590,240,0,0.58,0.08,0.5,6000,836.81,0.43,12
1621.04,1,23.21,23.21,0,0.33,0,0.33,2000,500.52,0,12
1624.65,0.78,0,0,2684.51,0,0,0,6000,894.81,0,12
5040.84,1,682.57,13.1,0,0.42,0.33,0.08,7000,1771.17,0,12
314.51,0.78,2799.9,297,0,0.58,0.58,0.17,8500,4089.58,0.43,12
2150.21,1,2799.9,857.81,0,1,0.67,0.83,8500,587.67,0,12
891.62,1,0,0,159.67,0,0,0,2000,593.11,0,12
3454.09,1,2799.9,1210.37,0,1,0.67,0.83,7500,4250.02,0.43,12
86.91,1,1106.4,1106.4,440.97,1,0,1,2500,1538,0.43,12
1647.93,1,0,0,93.69,0,0,0,1800,390.2,0,12
188.42,1,1576.35,512.5,0,0.83,0.82,0.33,6500,1271.23,0.25,12
1250.89,1,892.19,528.34,0,0.42,0.08,0.42,1800,461.64,0,12
5040.84,1,0,0,2830.97,0,0,0,6500,1274.6,0,12
3272.59,1,1146.57,154.99,0,1,0.82,0.5,12000,1132.71,0,12
1698.37,0.82,0,0,2253.38,0,0,0,4500,4250.02,0.11,12
246.86,1,2799.9,694.44,0,1,0.75,1,6000,2734.14,0.43,12
2004.91,1,2799.9,1210.37,0,1,0.82,1,11500,1718.22,0,12
1410.75,1,588.85,189,1668.1,0.58,0.42,0.25,4000,409.04,0,12
2388.03,1,2799.9,1210.37,1441.07,1,0.82,1,11000,4250.02,0.08,12
96.11,1,938.2,0,148.99,1,0.82,0,8000,3722.65,0.42,12
5040.84,1,254.85,170.88,0,0.33,0.08,0.25,12000,2105.59,0,12
3414.98,1,2219.55,524.52,950.42,0.92,0.75,0.75,5000,732.08,0,12
1039.88,0.82,93.24,93.24,2830.97,1,0,0.92,5000,4250.02,0.09,12
92.9,1,546,500,0,0.5,0.08,0.42,6000,787.51,0.43,12
2885.07,1,0,0,255.68,0,0,0,3000,712.68,0,12
5040.84,1,85.54,85.54,2830.97,0.22,0,0.11,10000,1594.98,0,12
4707.13,0.78,2799.9,1210.37,2830.97,0.58,0.33,0.5,10000,4250.02,0,12
1915.25,1,39,0,92.67,0.08,0.08,0,1950,542.92,0,12
392.67,1,2799.9,0,0,1,0.82,0,7500,3189.92,0.43,12
104.57,1,937.56,307.56,0,0.67,0.08,0.67,6000,870.87,0.43,12
2257.54,1,0,0,1082.68,0,0,0,3000,464.72,0,12
75.07,0.9,898.45,898.45,0,0.9,0,0.8,4000,743.36,0.43,12
5040.84,1,2799.9,1210.37,0,0.92,0.82,0.75,13850,1790.39,0,12
628.38,1,887.3,47.3,279.56,0.25,0.17,0.08,2000,177.71,0,12
165.81,0.78,981.19,157.8,0,0.71,0.57,0.29,9000,672.45,0.25,12
5040.84,1,1651.64,562.85,0,0.42,0.17,0.42,5500,1587.46,0,12
1171.43,0.91,1845.42,0,0,0.25,0.25,0,3000,3073.6,0.1,12
99.91,1,730.2,565.2,0,1,0.14,0.86,1000,463.33,0.43,12
114.3,1,109.8,109.8,0,0.75,0,0.75,1000,115.42,0,12
287.1,0.82,2693.64,1210.37,0,0.75,0.25,0.75,9000,2258.65,0.12,12
5040.84,1,609,499.94,2830.97,0.58,0.08,0.42,7000,1498.62,0,12
5040.84,1,350.57,0,948.29,0.08,0.08,0,7500,1326.43,0,12
23.33,0.78,1194.96,1194.96,0,1,0,1,1600,1381.55,0,12
262.72,0.82,2365.07,240,0,0.75,0.5,0.42,9000,3095.83,0.43,12
204.58,0.82,0,0,628.37,0,0,0,1600,1933.81,0,12
4977.24,1,61.99,0,2830.97,0.08,0.08,0,6500,4250.02,0,12
433.68,1,1391.89,303.06,0,0.83,0.82,0.33,7000,2312.22,0.25,12
1220.49,0.78,0,0,2830.97,0,0,0,6000,566.64,0,12
3740.91,1,0,0,116.63,0,0,0,4000,128.37,0,12
1669.02,1,892.3,375,295.81,0.92,0.75,0.42,1800,1065.8,0,12
117.62,1,1081.23,981.23,0,0.92,0.08,0.83,2100,1024.81,0.43,12
3802.91,1,0,0,1448.03,0,0,0,4000,915.9,0,12
43.35,1,617.34,617.34,0,0.92,0,0.92,1200,564.85,0.43,12
4530.64,1,0,0,2830.97,0,0,0,8000,995.54,0,12
3529.59,1,0,0,2830.97,0,0,0,9000,3603.15,0,12
5040.84,1,1062.63,719.48,2687.98,0.92,0.5,0.75,6000,917.24,0,12
51.92,0.78,835.31,585.31,0,0.5,0.1,0.4,7000,832.14,0.25,12
144.01,0.78,675.53,0,0,0.17,0.17,0,4000,1945.25,0,12
293.8,1,380.59,48.07,118.97,0.17,0.08,0.08,10000,1172.02,0,12
11.19,0.78,159.84,159.84,0,0.5,0,0.5,1000,110.86,0,12
516.81,1,276.52,134.56,584.98,0.25,0.25,0.08,1500,927.38,0,12
1134.12,1,288.39,288.39,0,0.42,0,0.42,1400,2155.31,0.08,12
5040.84,1,2799.9,1210.37,0,1,0,1,11500,4250.02,0,12
1569.89,1,741.66,432,2711,0.42,0.33,0.08,4000,3306.37,0,12
4532.43,1,1433.26,0,364.85,0.17,0.17,0,7000,3039.33,0,12
5040.84,1,0,0,193.19,0,0,0,6000,1355.06,0,12
2843.39,1,0,0,2830.97,0,0,0,6000,680.39,0,12
2391.21,1,2799.9,873.49,0,1,0.82,0.92,4000,2710.98,0,12
2270.95,1,1403.42,1210.37,0,0.92,0.08,0.92,8500,830.13,0,12
5040.84,1,2799.9,1210.37,0,1,0.82,1,13850,1734.35,0,12
2431.19,1,0,0,195.93,0,0,0,4000,976.86,0,12
1232.29,1,0,0,2830.97,0,0,0,4500,4250.02,0.08,12
279.25,1,2799.9,241.34,0,1,0.67,0.92,8500,3105.31,0.43,12
2369.91,1,916.22,199.82,0,1,0.82,0.08,6500,795.94,0,12
1917.44,0.91,2799.9,1210.37,0,0.33,0.17,0.17,13850,4250.02,0.43,12
5040.84,1,1023.29,1023.29,2830.97,1,0,1,11500,4250.02,0.08,12
193.57,1,1821.52,1210.37,0,1,0,1,3000,1543.21,0.43,12
3013.59,1,0,0,341.36,0,0,0,3000,750.16,0,12
92.41,0.78,0,0,683.25,0,0,0,3500,1044.95,0.17,12
2472.87,1,2052.74,1210.37,2830.97,1,0.42,1,6500,4250.02,0.08,12
154.44,1,1047.94,607.94,0,0.75,0.08,0.58,6000,1032.09,0.33,12
269.91,1,1348.44,89,298.49,1,0.82,0.42,500,1258.02,0,12
146.05,0.91,2799.9,0,0,0.92,0.82,0,6500,3498.68,0.25,12
2779.83,1,0,0,1492.25,0,0,0,3000,1708.48,0,12
161.79,1,2799.9,950.02,0,1,0.82,0.17,2000,3051.44,0.43,12
5040.84,1,1823.23,0,0,0.75,0.75,0,5750,2107.74,0,12
2288.01,1,1753.46,0,0,1,0.82,0,2500,990,0,12
1526.71,1,484.47,484.47,402.91,0.75,0,0.67,1500,1086.42,0,12
52.6,1,517.83,517.83,0,1,0,1,6500,600.1,0.43,12
981.89,1,0,0,473.43,0,0,0,3500,768.4,0,12
5.27,0.78,69.57,0,0,0.08,0.08,0,4000,411.83,0,12
314.68,1,1310.9,472.14,0,1,0.82,1,10000,1425.26,0,12
467.24,1,2799.9,1210.37,0,1,0.58,1,13850,2259.24,0.18,12
304.95,1,2788.81,0,266.38,0.73,0.73,0,4000,2803.35,0.43,12
1271.43,1,0,0,678.53,0,0,0,1500,526.91,0,12
97.39,1,60,0,0,0.08,0.08,0,12500,453.42,0,12
1597.52,1,211.07,211.07,994.17,0.5,0,0.42,5000,3187.85,0,12
10.12,0.78,0,0,197.52,0,0,0,1500,648.3,0,12
103.63,1,1106.62,240.4,0,1,0.42,1,6000,1343.89,0.43,12
993.03,1,0,0,1586.61,0,0,0,1200,2185.38,0.09,12
4226.5,1,2799.9,0,980.88,0.17,0.17,0,10500,615.45,0,12
1118.09,1,128.8,128.8,0,0.17,0,0.17,1200,277.77,0,12
555.13,1,1586.45,474.85,0,1,0.42,1,5500,3219.29,0.42,12
1133.57,1,2799.9,1210.37,391.73,1,0.75,1,1600,4250.02,0.08,12
3646.04,1,0,0,949.44,0,0,0,8000,975.51,0,12
3790.91,1,2655.68,1048.05,2830.97,0.83,0.33,1,8300,4250.02,0.08,12
340.08,1,2799.9,1210.37,0,0.83,0.08,0.67,7500,2658.63,0.33,12
11.25,0.78,137.84,0,0,0.17,0.17,0,10000,234.44,0.17,12
108.55,1,1099.19,213.22,0,1,0.58,0.92,4000,1181.32,0.43,12
601.69,0.8,1358.2,889.87,0,0.8,0.2,0.7,1500,310.91,0,12
2529.02,1,1040.74,1040.74,0,1,0,1,2500,1746.02,0,12
306.91,1,2768.93,1210.37,0,1,0.25,0.92,10500,2605.18,0.43,12
14.2,0.78,117,117,0,0.33,0,0.25,7950,346.31,0.43,12
3387.94,1,391.14,391.14,987.38,1,0,1,7000,889.86,0,12
3961.65,1,2280,1210.37,0,1,0,1,4500,2216.56,0,12
121.39,0.78,783.83,99.9,315.34,0.42,0.17,0.33,7000,1778.9,0.43,12
354.53,1,2799.9,1210.37,0,1,0.42,1,9000,4001.94,0.43,12
912.36,1,2799.9,1019.81,0,1,0.82,1,13850,4250.02,0.43,12
5040.84,1,2545.37,1210.37,994.39,1,0,1,13500,1663.98,0,12
4210.32,1,1210.31,1071.29,1817.32,1,0.82,1,7500,4250.02,0.08,12
890.28,0.78,435.14,0,0,0.17,0.17,0,1800,3334.75,0,12
1740.17,1,276.72,276.72,0,1,0,1,1800,667.76,0,12
5040.84,1,2799.9,1210.37,2830.97,1,0.42,1,9000,4250.02,0.08,12
4603.4,1,0,0,2830.97,0,0,0,13850,4250.02,0.08,12
18.15,0.78,119.8,119.8,0,0.33,0,0.25,4500,297.28,0.33,12
2833.61,1,1387.52,861.4,1442.59,1,0.25,0.75,3000,1564.46,0,12
1547.71,1,2476.31,1210.37,0,1,0.42,1,3500,4061.49,0,12
144.35,1,1976.32,1116.53,0,1,0.25,0.92,4500,1828.12,0.43,12
1377.81,1,2799.9,1210.37,0,1,0.82,0.92,13850,4250.02,0.43,12
926.34,0.91,45.65,0,0,0.08,0.08,0,1000,1293.65,0,12
5040.84,1,2799.9,1210.37,0,1,0.82,1,13850,2740.09,0,12
1238.93,1,280.09,211.09,0,0.92,0.08,0.92,1500,1575.46,0,12
5040.84,1,523.19,183,1116.37,0.67,0.17,0.42,11500,2167.82,0,12
1269.02,0.82,445.46,445.46,0,1,0,1,2600,2876,0,12
1592.49,1,1449.48,989.48,0,1,0.33,1,10500,1695.9,0,12
5040.84,1,2776.09,1210.37,0,0.92,0.58,0.92,10500,4177.32,0,12
57.42,1,685,685,0,1,0,0.92,1200,559.81,0.33,12
2303.96,0.89,0,0,2830.97,0,0,0,6000,331.45,0,12
2286.9,0.91,2799.9,1210.37,0,1,0.33,1,4000,4250.02,0,12
1058.37,1,0,0,1353.58,0,0,0,1500,1381.06,0,12
4803.12,1,0,0,1692.52,0,0,0,8500,1089.77,0,12
5040.84,1,0,0,2830.97,0,0,0,10000,4250.02,0,12
3.12,0.78,0,0,317.51,0,0,0,2500,559.5,0.25,12
1053.64,1,1027.01,24.21,314.03,0.58,0.25,0.25,2200,1181.14,0,12
5040.84,1,1528.12,1210.37,2830.97,1,0,0.92,13850,3624.23,0,12
80.55,0.91,2132.7,1210.37,0,1,0.82,1,10000,1731.53,0.43,12
1308.79,1,0,0,99.67,0,0,0,1500,528.26,0,12
5040.84,1,2799.9,555.01,0,0.83,0.5,0.75,6500,2546.34,0,12
874.2,1,232.8,0,331.58,0.25,0.25,0,3000,1473.64,0.08,12
1329.44,1,0,0,1024.35,0,0,0,1800,684.6,0,12
4372.4,1,569.91,0,520.84,0.27,0.27,0,4500,1345.1,0,12
4473.44,1,656.2,0,117.48,1,0.82,0,4500,1481.91,0,12
1127.61,1,0,0,271.09,0,0,0,8500,662.39,0,12
1194.65,1,322.29,322.29,0,0.92,0,0.83,1200,482.36,0,12
291.99,1,2799.9,1210.37,0,0.92,0.33,0.83,13500,2238.59,0.43,12
2929.75,1,376.04,154.04,0,0.5,0.08,0.5,3000,1037.96,0,12
16.01,0.78,151.33,0,0,0.17,0.17,0,5000,450.84,0.43,12
5040.84,1,339.75,339.75,0,0.25,0,0.25,10500,2163.15,0,12
5040.84,1,0,0,1282.99,0,0,0,12000,1685.55,0,12
1020.29,1,1788.1,867,0,0.83,0.25,0.83,1500,492.18,0,12
4751.92,1,1394.93,818.8,0,1,0.33,1,5000,2635.44,0,12
2270.96,1,25.26,0,452.8,0.08,0.08,0,3100,503.2,0,12
2377.76,1,0,0,943.91,0,0,0,6500,4119.52,0,12
1473.9,1,0,0,163.86,0,0,0,1500,340.24,0,12
5040.84,1,0,0,2529.9,0,0,0,7500,1863.4,0,12
1527.64,1,0,0,210.42,0,0,0,1700,540.41,0,12
1611.48,1,807.72,807.72,0,1,0,1,1500,1019.45,0,12
344.59,0.78,519,0,2830.97,0.08,0.08,0,4000,663.65,0,12
2021.64,1,363.18,0,0,1,0.82,0,2000,704.24,0,12
102.23,1,1074.29,825.08,0,1,0.17,1,5000,1075.32,0.08,12
1407.26,0.91,151.64,0,0,0.09,0.09,0,1500,337.89,0,12
2158.42,1,154.53,38.73,879.54,0.38,0.25,0.38,2500,664.11,0,12
1492.43,1,99.75,65.43,0,0.08,0.08,0.08,6000,2224.19,0.08,12
5040.84,1,0,0,1682.15,0,0,0,5500,2422.1,0,12
1885.55,1,0,0,2830.97,0,0,0,8000,4250.02,0.17,12
54.84,1,105,0,0,0.08,0.08,0,4000,329.58,0,12
2125.11,1,663.04,0,1953.19,0.75,0.75,0,2500,560.76,0,12
102.83,1,1067.85,398.64,0,1,0.58,1,10000,1480.49,0.43,12
1628.61,1,1340.83,645.79,0,0.67,0.42,0.5,2000,586.26,0,12
1733.68,1,100,0,270.58,0.08,0.08,0,1700,689.28,0,12
5040.84,1,2799.9,1210.37,1895.61,1,0.82,1,12500,4054.58,0,12
3541.96,1,0,0,1853.52,0,0,0,4000,789.69,0,12
2447.78,1,431.96,141.96,0,0.58,0.17,0.42,2500,740.17,0,12
94.28,1,846.06,533.66,0,1,0.17,0.92,9000,922.71,0.43,12
1628.59,1,361,361,291.28,0.83,0,0.75,1800,1018.2,0,12
396.67,1,2559.41,90,0,0.5,0.33,0.17,4000,827.89,0,12
5036.76,1,2799.9,1210.37,0,1,0.82,1,10000,1331.18,0,12
248.24,0.78,0,0,1423.53,0,0,0,3500,181.02,0,12
109.42,1,1219.85,341.15,172.66,1,0.82,0.75,5000,2250.04,0.43,12
4624.41,1,2537.67,762.76,0,0.92,0.75,0.67,7000,1045.88,0,12
491.61,0.91,747.55,747.55,0,0.82,0,0.82,2500,282.96,0,12
5040.84,1,674.85,173,1129.3,0.67,0.17,0.67,5500,1390.66,0,12
10.49,0.78,241.27,0,0,0.08,0.08,0,2500,557.9,0,12
4402.35,1,0,0,2117.81,0,0,0,5000,1030.12,0,12
5040.84,1,209.07,0,2830.97,0.08,0.08,0,11500,1543.54,0,12
30.86,0.78,415.04,415.04,0,0.5,0,0.5,7500,485.11,0.43,12
112.87,0.82,918.6,315,0,0.75,0.42,0.58,7500,1129.7,0.43,12
5040.84,1,612.1,612.1,2735.15,0.67,0,0.67,12000,1920.46,0,12
1274.14,1,2799.9,1210.37,0,1,0.82,1,7500,3984.43,0,12
644.11,0.78,638.61,638.6,0,0.58,0.08,0.58,12000,2529.46,0,12
91.23,0.78,736.91,704.2,0,0.58,0.08,0.5,6000,960.37,0.43,12
915.72,1,55.49,55.49,0,0.42,0,0.42,1000,1221.51,0.08,12
1216.59,1,878.64,120.84,155.8,0.75,0.75,0.17,1200,654.24,0,12
5040.84,1,279.36,279.36,905.98,0.67,0,0.67,6000,3140.4,0,12
3817.69,1,2799.9,1148.4,0,1,0.25,1,5000,4250.02,0,12
1276.94,1,2196.54,1158.74,0,1,0.33,1,1000,1410.01,0,12
5040.84,1,2352,1190.53,389.68,1,0.82,1,12500,1863.94,0,12
86.69,0.78,0,0,465.46,0,0,0,1500,543.83,0,12
78.91,0.91,828.14,527.14,0,0.42,0.33,0.17,2600,903.6,0.29,12
52.78,1,508.94,0,0,1,0.82,0,3000,478.83,0.4,12
109.14,1,319.62,0,0,0.67,0.67,0,3500,597.96,0,12
2586.53,1,400,0,0,0.08,0.08,0,3000,886.66,0,12
5040.84,1,2799.9,1210.37,2790.32,1,0.58,1,13850,4250.02,0.08,12
2539.28,1,820.42,0,879.32,0.67,0.67,0,3000,757.33,0,12
2154.35,1,104,0,91.41,0.09,0.09,0,6000,732.47,0,12
2720.96,1,66.49,66.49,457.61,0.17,0,0.17,3000,967.66,0,12
693.64,1,358.91,206.91,0,1,0.25,1,5000,338.79,0,12
3414.78,1,0,0,2830.97,0,0,0,9000,718.95,0,12
3478.07,1,2465.92,789.81,90.36,1,0.75,1,12000,955.3,0,12
5040.84,1,0,0,2830.97,0,0,0,10500,1376.69,0,12
33.07,0.91,286.4,55.11,91.34,0.5,0.25,0.17,8500,435.6,0.3,12
366.69,1,653.21,653.21,0,1,0,1,3000,276.17,0,12
245.18,1,2481.64,1210.37,0,1,0,1,4000,2261.35,0.43,12
786.48,1,226.9,226.9,666.78,0.83,0,0.75,1200,1391.07,0,12
7.03,0.78,502.33,78.33,0,0.42,0.17,0.17,2500,844.12,0,12
4379.02,1,996.64,136.14,2830.97,0.92,0.67,0.42,13850,2034.93,0,12
167.76,1,320.72,320.72,0,0.92,0,0.92,1200,863.49,0,12
1199.56,0.78,0,0,2830.97,0,0,0,3000,707.77,0,12
5040.84,1,2102.51,1210.37,2830.97,0.92,0.33,0.92,13850,4250.02,0,12
41.46,0.78,550.08,550.08,0,0.25,0,0.17,6000,1104.88,0.43,12
1383.16,1,0,0,55.21,0,0,0,1500,276.63,0,12
2572.88,1,2799.9,0,0,0.42,0.42,0,4000,2386.98,0,12
177.56,0.82,2228.35,627.36,0,0.75,0.67,0.58,12000,1842.34,0.43,12
539,1,0,0,2156.58,0,0,0,1200,3303.66,0.11,12
92.82,1,345.66,300.01,0,0.75,0.08,0.75,1000,383.91,0.25,12
1247.42,1,0,0,503.56,0,0,0,1500,721.9,0,12
911.3,1,954.15,528.8,0,0.83,0.25,0.67,1200,283.61,0,12
98.43,1,389.24,389.24,0,0.67,0,0.58,8500,371.31,0,12
989.99,0.91,0,0,1110.81,0,0,0,1200,240.09,0,12
69.35,1,636.15,636.15,0,0.83,0,0.75,10000,837.8,0.33,12
12.03,0.78,581.21,581.21,0,0.33,0,0.33,4000,1333.88,0,12
1265.78,1,1585.79,328.47,0,1,0.42,1,3000,338.98,0,12
3682.77,1,1194.15,206.56,1074.79,1,0.25,0.92,4050,2121.03,0,12
210.99,0.82,90.51,0,0,0.08,0.08,0,6500,1240.77,0,12
3171.18,1,109.16,109.16,2830.97,0.08,0,0.08,6000,598.08,0,12
311.12,1,744.09,55,0,1,0.82,0.17,7500,652,0,12
3310.57,1,717.14,68,0,0.5,0.33,0.08,12500,1372.96,0,12
408.95,0.78,0,0,1871.86,0,0,0,10000,3902.38,0.09,12
131.34,0.78,1160.65,0,0,0.5,0.5,0,13000,1113.41,0.3,12
365.01,1,421.04,80.04,0,0.33,0.08,0.33,4000,1386.41,0,12
26.6,0.78,329.38,305.73,0,0.33,0.08,0.25,10500,1034.73,0.43,12
1117.46,1,0,0,1377.19,0,0,0,1500,171.69,0,12
26.22,0.78,615.16,615.16,0,0.83,0,0.83,13850,1560.05,0.36,12
1106.7,1,1260.13,0,0,0.2,0.2,0,6500,1556.57,0,12
2205.47,1,2799.9,1210.37,0,1,0.67,1,6000,2726.2,0,12
1722.91,1,45.45,0,1654.21,0.08,0.08,0,4000,511.53,0,12
1672.97,1,0,0,74.81,0,0,0,2100,341.94,0,12
1333.9,1,233.31,233.31,1432.96,1,0,0.86,1500,310.7,0,12
1329.83,1,1304.96,0,18.43,0.25,0.25,0,7500,625.41,0,12
117.06,0.91,1035.05,970.15,0,0.75,0.08,0.67,3000,1336.49,0.43,12
559.15,1,94,0,0,0.25,0.25,0,5500,254.73,0,12
10.16,0.78,82.04,82.04,0,0.5,0,0.5,2000,139.91,0,12
5040.84,1,0,0,2830.97,0,0,0,9500,996.18,0,12
2623.97,1,2799.9,567.04,0,0.92,0.75,0.75,5500,1245.2,0,12
2297.32,1,2799.9,930.12,1508.53,0.92,0.75,0.42,5500,4250.02,0.08,12
5040.84,1,0,0,2830.97,0,0,0,8500,2645.69,0,12
1917.98,1,0,0,2830.97,0,0,0,6500,4250.02,0.17,12
206.38,1,1886.21,655.9,0,1,0.82,1,3000,2089.6,0.08,12
5040.84,1,202.31,86.22,1564.29,0.33,0.17,0.17,9500,1384.84,0,12
102.06,0.78,999.19,412.9,0,0.58,0.25,0.42,7500,2181.22,0.43,12
3360.69,1,794.1,794.1,2830.97,0.83,0,0.75,9500,4250.02,0,12
1046.79,1,517.08,234.48,0,0.75,0.33,0.58,1200,477.48,0,12
869.09,1,438.22,174.72,0,0.42,0.25,0.17,3000,336.52,0,12
5040.84,1,2799.9,1210.37,0,1,0.82,1,6000,3597.68,0,12
1856.33,0.82,670.5,153.6,2830.97,0.55,0.27,0.36,7000,4250.02,0.14,12
127.24,1,760.36,671.36,0,1,0.08,1,2500,371.39,0.09,12
2282.81,1,1522.72,463.34,1905.92,1,0.82,1,9500,4250.02,0,12
859.08,1,0,0,909.99,0,0,0,3500,1408.88,0,12
5040.84,1,1085.85,60.66,1252.18,0.5,0.5,0.17,6000,1572.55,0,12
1941.54,1,1366.74,1210.37,0,1,0.08,1,6300,495.13,0,12
5040.84,1,0,0,2830.97,0,0,0,8000,1476.34,0,12
5040.84,1,0,0,2108.3,0,0,0,13000,3933.36,0,12
1224.51,1,529.34,343.31,1108.67,0.83,0.17,0.58,1200,467.46,0,12
817.79,1,478.28,289.25,945.55,0.55,0.18,0.36,2400,635.31,0,12
4382.11,1,294.75,294.75,2830.97,0.75,0,0.75,4000,4250.02,0,12
5040.84,1,0,0,2830.97,0,0,0,9500,2535.92,0,12
5040.84,1,98,0,2830.97,0.12,0.12,0,7000,1304.36,0,12
31.94,1,417.96,417.96,0,1,0,1,2000,472.6,0.43,12
30.86,0.82,143.36,143.36,736.55,0.67,0,0.67,1500,1377.98,0.43,12
1469.72,1,0,0,170.38,0,0,0,1500,395.49,0,12
332.89,1,419.56,345.56,0,1,0.25,0.92,3000,473.17,0,12
2421.94,1,612,536,2197.16,0.92,0.08,0.83,2500,2483.29,0,12
